iteration param_name param_val param_factor ADPf AMPf ATPf DHAP E4P Fru16P2 Fru6P GSH GSSG Glc6P GlcA6P Glcin Glcout GraP Gri13P2 Gri23P2f Gri2P Gri3P Lac Lacex MgADP MgAMP MgATP MgGri23P2 Mgf NAD NADH NADPHf NADPf P1NADP P1NADPH P1f P2NADP P2NADPH P2f PEP PRPP Phi Phiex Pyr Pyrex Rib5P Rul5P Sed7P Xul5P v_1 v_10 v_11 v_12 v_13 v_14 v_15 v_16 v_17 v_18 v_19 v_2 v_20 v_21 v_22 v_23 v_24 v_25 v_26 v_27 v_28 v_29 v_3 v_30 v_31 v_32 v_33 v_34 v_35 v_36 v_37 v_38 v_4 v_5 v_6 v_7 v_8 v_9
54 K23P2Gv1 3.08883343038 0.0584307248432 0.162631 0.0583065 0.171877 0.130473 0.00655864 0.00927392 0.0233555 3.11403 0.000185376 0.0599786 0.0402308 3.41924 5 0.00529504 0.000364734 1.55777 0.00556554 0.0460889 1.68031 1.68 0.131922 0.00330199 1.47196 0.576206 0.616609 0.0653433 0.000156725 0.00492378 1.37951e-05 3.35478e-06 0.023948 4.86374e-05 0.0012263 0.0218848 0.000888941 0.00597924 1 0.999245 1 0.0839924 0.084 0.0127294 0.00429184 0.0279315 0.0160134 1.55386 0.489003 3.03744 3.03744 3.03744 3.03744 0.0763813 2.47289 0.0251817 0.0849011 0.0849011 1.55386 0.0934209 0.0934209 0.0398129 0.0450881 0.0199065 0.0199065 0.0251817 0.0199065 0.0755451 -3.11382 1.46896 0.0763813 6.66134e-13 -0.0251817 0.0251817 -1.11022e-13 0 0 4.33681e-16 1.04083e-14 1.50877 1.50877 1.50877 3.03744 2.54844 0.489003
55 K23P2Gv9 0.1307312653 -0.136250400602 0.161851 0.0582141 0.170503 0.130386 0.00655195 0.0092772 0.023328 3.11403 0.000185372 0.0599104 0.039989 3.41803 5 0.00529144 0.000364341 1.5224 0.00557544 0.0461892 1.68031 1.68 0.132496 0.00332684 1.47361 0.568295 0.622274 0.0653432 0.000156778 0.0049239 1.37618e-05 3.34661e-06 0.023948 4.86362e-05 0.00122346 0.0218875 0.00088903 0.00598168 1 0.999245 1 0.0839924 0.084 0.0127189 0.00428835 0.0278895 0.0160004 1.5601 0.498809 3.04996 3.04996 3.04996 3.04996 0.0763832 2.47566 0.0251621 0.084902 0.084902 1.5601 0.0934209 0.0934209 0.0398266 0.0450754 0.0199133 0.0199133 0.0251621 0.0199133 0.0754863 -3.12634 1.4752 0.0763832 -6.66134e-13 -0.0251621 0.0251621 0 0 0 2.1684e-16 0 1.51502 1.51502 1.51502 3.04996 2.55115 0.498809
56 KX5Pv21 0.487700319353 -0.0108169643623 0.161851 0.0582141 0.170503 0.130386 0.00655195 0.0092772 0.023328 3.11403 0.000185372 0.0599104 0.039989 3.41803 5 0.00529144 0.000364341 1.5224 0.00557544 0.0461892 1.68031 1.68 0.132496 0.00332684 1.47361 0.568295 0.622274 0.0653432 0.000156778 0.0049239 1.37618e-05 3.34661e-06 0.023948 4.86362e-05 0.00122346 0.0218875 0.00088903 0.00598168 1 0.999245 1 0.0839924 0.084 0.0127189 0.00428835 0.0278895 0.0160004 1.5601 0.498809 3.04996 3.04996 3.04996 3.04996 0.0763832 2.47566 0.0251621 0.084902 0.084902 1.5601 0.0934209 0.0934209 0.0398266 0.0450754 0.0199133 0.0199133 0.0251621 0.0199133 0.0754863 -3.12634 1.4752 0.0763832 -6.66134e-13 -0.0251621 0.0251621 0 4.23516e-19 0 -2.1684e-16 -6.93889e-15 1.51502 1.51502 1.51502 3.04996 2.55115 0.498809
57 Vmaxv18 1305.30991742 -0.0815669204398 0.161851 0.0582141 0.170504 0.130386 0.00655203 0.0092772 0.023328 3.11403 0.000185399 0.0599105 0.0459801 3.41803 5 0.00529144 0.000364341 1.5224 0.00557544 0.0461892 1.68031 1.68 0.132496 0.00332684 1.47361 0.568295 0.622274 0.0653432 0.000156778 0.00492305 1.39953e-05 3.40397e-06 0.023948 4.86445e-05 0.00124334 0.0218683 0.000888402 0.00598168 1 0.999245 1 0.0839924 0.084 0.0127188 0.0042883 0.0278898 0.0160002 1.5601 0.498809 3.04996 3.04996 3.04996 3.04996 0.0763699 2.47566 0.0251618 0.0848954 0.0848954 1.5601 0.0934209 0.0934209 0.0398224 0.045073 0.0199112 0.0199112 0.0251618 0.0199112 0.0754854 -3.12633 1.4752 0.0763699 -2.22045e-13 -0.0251618 0.0251618 1.11022e-13 -4.23516e-19 0 0 3.46945e-15 1.51502 1.51502 1.51502 3.04996 2.55115 0.498809
58 KG6Pv17 0.0566076680675 -0.0712505692685 0.161852 0.0582143 0.170503 0.130386 0.00655148 0.00927719 0.0233278 3.11403 0.000185217 0.0599099 0.0527623 3.41803 5 0.00529144 0.00036434 1.5224 0.00557545 0.0461892 1.68031 1.68 0.132496 0.00332685 1.47361 0.568295 0.622274 0.0653432 0.000156778 0.00492879 1.24276e-05 3.01921e-06 0.0239484 4.85887e-05 0.00110933 0.021998 0.000892634 0.00598169 1 0.999245 1 0.0839924 0.084 0.0127198 0.00428867 0.0278875 0.0160015 1.56011 0.498809 3.04996 3.04996 3.04996 3.04996 0.076459 2.47566 0.0251638 0.08494 0.08494 1.56011 0.0934209 0.0934209 0.0398508 0.0450892 0.0199254 0.0199254 0.0251638 0.0199254 0.0754915 -3.12642 1.47517 0.076459 1.11022e-12 -0.0251638 0.0251638 0 -4.23516e-19 -3.46945e-15 -4.33681e-16 -1.04083e-14 1.51502 1.51502 1.51502 3.04996 2.55115 0.498809
59 K6PG2v18 0.0649970693078 0.0494657813549 0.161852 0.0582143 0.170503 0.130386 0.00655148 0.00927719 0.0233278 3.11403 0.000185216 0.0599099 0.0525161 3.41803 5 0.00529144 0.00036434 1.5224 0.00557545 0.0461892 1.68031 1.68 0.132496 0.00332685 1.47361 0.568295 0.622274 0.0653432 0.000156778 0.00492883 1.2418e-05 3.01685e-06 0.0239484 4.85884e-05 0.0011085 0.0219988 0.00089266 0.00598169 1 0.999245 1 0.0839924 0.084 0.0127198 0.00428867 0.0278875 0.0160015 1.56011 0.498809 3.04996 3.04996 3.04996 3.04996 0.0764596 2.47566 0.0251638 0.0849402 0.0849402 1.56011 0.0934209 0.0934209 0.0398509 0.0450893 0.0199255 0.0199255 0.0251638 0.0199255 0.0754915 -3.12642 1.47517 0.0764596 1.11022e-12 -0.0251638 0.0251638 0 0 0 2.1684e-16 0 1.51502 1.51502 1.51502 3.04996 2.55115 0.498809
60 K3PGv7 1.14525712226 -0.0202782447485 0.161853 0.0582147 0.170505 0.13039 0.00655157 0.00927756 0.0233277 3.11403 0.000185216 0.0599096 0.0525163 3.41803 5 0.00529157 0.000364349 1.52244 0.00557529 0.0461881 1.68031 1.68 0.132495 0.00332684 1.47361 0.568305 0.622268 0.0653432 0.000156778 0.00492883 1.24181e-05 3.01688e-06 0.0239484 4.85884e-05 0.00110851 0.0219988 0.000892659 0.00598143 1 0.999245 1 0.0839924 0.084 0.0127199 0.00428869 0.0278871 0.0160016 1.56011 0.49881 3.04996 3.04996 3.04996 3.04996 0.0764596 2.47566 0.025164 0.0849402 0.0849402 1.56011 0.0934209 0.0934209 0.0398508 0.0450894 0.0199254 0.0199254 0.025164 0.0199254 0.075492 -3.12642 1.47517 0.0764596 -8.88178e-13 -0.025164 0.025164 2.22045e-13 0 1.04083e-14 2.1684e-16 3.46945e-15 1.51502 1.51502 1.51502 3.04996 2.55115 0.49881
61 protein1 0.0218648589114 -0.0404645624173 0.161853 0.0582147 0.170505 0.13039 0.00655157 0.00927756 0.0233277 3.11403 0.000185216 0.0599096 0.0525163 3.41803 5 0.00529157 0.000364349 1.52244 0.00557529 0.0461881 1.68031 1.68 0.132495 0.00332684 1.47361 0.568305 0.622268 0.0653432 0.000156778 0.00492883 1.24181e-05 3.01688e-06 0.0239484 4.85884e-05 0.00110851 0.0219988 0.000892659 0.00598143 1 0.999245 1 0.0839924 0.084 0.0127199 0.00428869 0.0278871 0.0160016 1.56011 0.49881 3.04996 3.04996 3.04996 3.04996 0.0764596 2.47566 0.025164 0.0849402 0.0849402 1.56011 0.0934209 0.0934209 0.0398508 0.0450894 0.0199254 0.0199254 0.025164 0.0199254 0.075492 -3.12642 1.47517 0.0764596 -8.88178e-13 -0.025164 0.025164 2.22045e-13 0 1.04083e-14 2.1684e-16 3.46945e-15 1.51502 1.51502 1.51502 3.04996 2.55115 0.49881
62 Keqv0 0.544868998781 -0.136180479453 0.162104 0.0585184 0.170147 0.130022 0.00650178 0.00923245 0.0230555 3.11403 0.000185229 0.0592136 0.0518185 2.51319 5 0.00527663 0.000363334 1.51766 0.0055819 0.0462296 1.68031 1.68 0.132922 0.00334942 1.47296 0.567466 0.623303 0.0653432 0.000156771 0.00492842 1.25286e-05 3.04397e-06 0.0239484 4.85923e-05 0.001118 0.0219896 0.00089236 0.0059945 1 0.99925 1 0.0839924 0.084 0.0126338 0.00425985 0.0274335 0.015894 1.55913 0.498731 3.04829 3.04829 3.04829 3.04829 0.0764533 2.47457 0.024997 0.0849371 0.0849371 1.55913 0.0934209 0.0934209 0.0399601 0.044977 0.01998 0.01998 0.024997 0.01998 0.074991 -3.12475 1.4742 0.0764533 2.22045e-13 -0.024997 0.024997 2.22045e-13 0 -3.46945e-15 2.1684e-16 3.46945e-15 1.51416 1.51416 1.51416 3.04829 2.54956 0.498731
63 Keqv10 0.129853688373 -0.0479137123642 0.164438 0.0592043 0.173054 0.13643 0.00668004 0.00999379 0.0228619 3.11403 0.000185251 0.0587178 0.0521311 2.51358 5 0.00553738 0.000381495 1.59949 0.00529283 0.048479 1.68031 1.68 0.132113 0.00332077 1.46787 0.585982 0.610714 0.0653433 0.000156744 0.00492772 1.27216e-05 3.09129e-06 0.0239483 4.85992e-05 0.00113456 0.0219736 0.000891837 0.00551294 1 0.999241 1 0.0839924 0.084 0.0127931 0.0043132 0.0266305 0.0160931 1.55625 0.500086 3.04202 3.04202 3.04202 3.04202 0.0764423 2.46602 0.0253037 0.0849316 0.0849316 1.55625 0.0934209 0.0934209 0.0397519 0.0451797 0.019876 0.019876 0.0253037 0.019876 0.0759111 -3.11846 1.47132 0.0764423 -6.66134e-13 -0.0253037 0.0253037 0 0 -6.93889e-15 -2.1684e-16 -1.04083e-14 1.51107 1.51107 1.51107 3.04202 2.54193 0.500086
64 K6v24 0.397515948537 -0.0361416155157 0.164438 0.0592043 0.173054 0.13643 0.00668008 0.00999379 0.0228619 3.11403 0.000185251 0.0587178 0.0521311 2.51358 5 0.00553738 0.000381495 1.59949 0.00529283 0.048479 1.68031 1.68 0.132113 0.00332076 1.46787 0.585982 0.610714 0.0653433 0.000156744 0.00492772 1.27216e-05 3.09129e-06 0.0239483 4.85992e-05 0.00113456 0.0219736 0.000891838 0.00551294 1 0.999241 1 0.0839924 0.084 0.0127931 0.00431318 0.0266301 0.0160931 1.55625 0.500086 3.04202 3.04202 3.04202 3.04202 0.0764423 2.46602 0.0253036 0.0849316 0.0849316 1.55625 0.0934209 0.0934209 0.039752 0.0451796 0.019876 0.019876 0.0253036 0.019876 0.0759107 -3.11846 1.47132 0.0764423 -2.22045e-13 -0.0253036 0.0253036 0 -4.23516e-19 -3.46945e-15 0 3.46945e-15 1.51107 1.51107 1.51107 3.04202 2.54193 0.500086
65 KNADPv17 0.0035425542217 -0.0153495580486 0.164438 0.0592044 0.173054 0.13643 0.00667997 0.00999379 0.0228618 3.11403 0.000185216 0.0587177 0.0536287 2.51358 5 0.00553738 0.000381494 1.59949 0.00529284 0.048479 1.68031 1.68 0.132113 0.00332077 1.46787 0.585982 0.610715 0.0653433 0.000156744 0.00492884 1.24147e-05 3.01605e-06 0.0239484 4.85883e-05 0.00110822 0.0219991 0.000892668 0.00551295 1 0.999241 1 0.0839924 0.084 0.0127933 0.00431325 0.0266296 0.0160933 1.55625 0.500086 3.04202 3.04202 3.04202 3.04202 0.0764598 2.46602 0.025304 0.0849403 0.0849403 1.55625 0.0934209 0.0934209 0.0397576 0.0451828 0.0198788 0.0198788 0.025304 0.0198788 0.0759119 -3.11848 1.47131 0.0764598 -4.44089e-13 -0.025304 0.025304 0 -4.23516e-19 3.46945e-15 6.50521e-16 1.38778e-14 1.51107 1.51107 1.51107 3.04202 2.54193 0.500086
66 K4v23 0.00409559213329 -0.0831649763454 0.164438 0.0592043 0.173054 0.13643 0.00668019 0.00999379 0.0228618 3.11403 0.000185216 0.0587178 0.0536284 2.51358 5 0.00553738 0.000381495 1.59949 0.00529283 0.048479 1.68031 1.68 0.132113 0.00332076 1.46787 0.585982 0.610714 0.0653433 0.000156744 0.00492884 1.24147e-05 3.01604e-06 0.0239484 4.85883e-05 0.00110822 0.0219991 0.000892669 0.00551295 1 0.999241 1 0.0839924 0.084 0.0127929 0.00431312 0.0266305 0.0160928 1.55625 0.500086 3.04202 3.04202 3.04202 3.04202 0.0764598 2.46602 0.0253032 0.0849403 0.0849403 1.55625 0.0934209 0.0934209 0.0397581 0.0451822 0.019879 0.019879 0.0253032 0.019879 0.0759096 -3.11848 1.47131 0.0764598 -6.66134e-13 -0.0253032 0.0253032 1.11022e-13 0 0 0 0 1.51107 1.51107 1.51107 3.04202 2.54193 0.500086
67 KPv6 3.75589748953 -0.0115670924099 0.164445 0.0592061 0.173063 0.13641 0.00667949 0.00999132 0.0228614 3.11403 0.000185216 0.0587166 0.0536284 2.51358 5 0.00553657 0.000381547 1.59973 0.00529367 0.0484854 1.68031 1.68 0.13211 0.00332067 1.46786 0.586035 0.610679 0.0653433 0.000156744 0.00492884 1.24151e-05 3.01615e-06 0.0239484 4.85883e-05 0.00110826 0.0219991 0.000892667 0.00551438 1 0.999241 1 0.0839924 0.084 0.0127921 0.00431286 0.0266312 0.0160919 1.55624 0.500089 3.04199 3.04199 3.04199 3.04199 0.0764597 2.466 0.0253017 0.0849403 0.0849403 1.55624 0.0934209 0.0934209 0.0397591 0.0451812 0.0198795 0.0198795 0.0253017 0.0198795 0.0759051 -3.11845 1.4713 0.0764597 2.22045e-13 -0.0253017 0.0253017 0 4.23516e-19 3.46945e-15 -2.1684e-16 -3.46945e-15 1.51106 1.51106 1.51106 3.04199 2.5419 0.500089
68 Vmaxv24 30.4086296375 0.0484279451039 0.164444 0.0592054 0.173063 0.136411 0.00668198 0.00999131 0.0228618 3.11403 0.000185216 0.0587176 0.0536253 2.51358 5 0.00553658 0.000381548 1.59973 0.00529365 0.0484852 1.68031 1.68 0.132109 0.00332062 1.46786 0.586035 0.610678 0.0653433 0.000156744 0.00492884 1.24148e-05 3.01607e-06 0.0239484 4.85883e-05 0.00110823 0.0219991 0.000892668 0.00551437 1 0.999241 1 0.0839924 0.084 0.0127877 0.00431137 0.026603 0.0160863 1.55622 0.500089 3.04197 3.04197 3.04197 3.04197 0.0764598 2.466 0.0252931 0.0849403 0.0849403 1.55622 0.0934209 0.0934209 0.0397648 0.0451755 0.0198824 0.0198824 0.0252931 0.0198824 0.0758793 -3.11843 1.47128 0.0764598 -2.22045e-13 -0.0252931 0.0252931 -1.11022e-13 0 0 -2.1684e-16 -1.38778e-14 1.51104 1.51104 1.51104 3.04197 2.54188 0.500089
69 KMGlcv1 0.0871728656881 -0.0145689204694 0.164414 0.0591677 0.17311 0.13646 0.00668841 0.00999761 0.0228952 3.11403 0.000185214 0.058803 0.053714 2.51356 5 0.00553859 0.000381685 1.60038 0.00529297 0.0484805 1.68031 1.68 0.132057 0.00331783 1.46793 0.586146 0.610546 0.0653433 0.000156745 0.00492889 1.24013e-05 3.01276e-06 0.0239484 4.85878e-05 0.00110707 0.0220002 0.000892705 0.005513 1 0.999241 1 0.0839924 0.084 0.0127985 0.00431499 0.0266574 0.0160998 1.55634 0.500099 3.04217 3.04217 3.04217 3.04217 0.0764605 2.46613 0.025314 0.0849407 0.0849407 1.55634 0.0934209 0.0934209 0.0397511 0.0451896 0.0198756 0.0198756 0.025314 0.0198756 0.075942 -3.11863 1.4714 0.0764605 2.22045e-13 -0.025314 0.025314 -1.11022e-13 -4.23516e-19 0 -2.1684e-16 -3.46945e-15 1.51115 1.51115 1.51115 3.04217 2.54207 0.500099
70 KMg23P2Gv1 6.21127983621 0.0896558089039 0.164369 0.0591121 0.173178 0.136534 0.00669792 0.0100069 0.0229446 3.11403 0.000185212 0.0589293 0.0538453 2.51354 5 0.00554157 0.000381888 1.60134 0.00529197 0.0484735 1.68031 1.68 0.131978 0.00331371 1.46805 0.586309 0.61035 0.0653433 0.000156746 0.00492896 1.23814e-05 3.00789e-06 0.0239484 4.85871e-05 0.00110536 0.0220019 0.000892759 0.00551097 1 0.99924 1 0.0839924 0.084 0.0128144 0.00432033 0.0267379 0.0161198 1.55651 0.500114 3.04247 3.04247 3.04247 3.04247 0.0764617 2.46632 0.0253449 0.0849413 0.0849413 1.55651 0.0934209 0.0934209 0.0397309 0.0452104 0.0198654 0.0198654 0.0253449 0.0198654 0.0760348 -3.11893 1.47157 0.0764617 2.22045e-13 -0.0253449 0.0253449 0 4.23516e-19 3.46945e-15 0 -6.93889e-15 1.5113 1.5113 1.5113 3.04247 2.54236 0.500114
71 K2PGv10 0.81042046031 -0.0912896030776 0.164374 0.0591136 0.173185 0.136548 0.00669831 0.0100086 0.0229442 3.11403 0.000185212 0.0589282 0.053846 2.51354 5 0.00554215 0.000381928 1.60152 0.0052914 0.0484785 1.68031 1.68 0.131977 0.00331365 1.46804 0.58635 0.610323 0.0653433 0.000156746 0.00492896 1.23818e-05 3.00799e-06 0.0239484 4.85871e-05 0.0011054 0.0220018 0.000892758 0.00551002 1 0.99924 1 0.0839924 0.084 0.0128148 0.00432045 0.0267362 0.0161202 1.55651 0.500117 3.04246 3.04246 3.04246 3.04246 0.0764616 2.4663 0.0253456 0.0849413 0.0849413 1.55651 0.0934209 0.0934209 0.0397304 0.0452108 0.0198652 0.0198652 0.0253456 0.0198652 0.0760368 -3.11892 1.47156 0.0764616 -4.44089e-13 -0.0253456 0.0253456 0 4.23516e-19 3.46945e-15 2.1684e-16 3.46945e-15 1.5113 1.5113 1.5113 3.04246 2.54234 0.500117
72 KdADP 0.617685300747 -0.0900463258637 0.14626 0.0584678 0.170577 0.126774 0.0064146 0.00885519 0.023174 3.11403 0.000185182 0.0595166 0.0531843 2.51317 5 0.00514449 0.000354267 1.48191 0.0054881 0.0500139 1.68031 1.68 0.147303 0.00334047 1.47405 0.553111 0.622193 0.0653432 0.000156774 0.00492991 1.21249e-05 2.94502e-06 0.0239485 4.85779e-05 0.00108331 0.0220232 0.000893454 0.00583519 1 0.999255 1 0.0839924 0.084 0.0125504 0.00423196 0.0278634 0.0157899 1.55932 0.498008 3.04892 3.04892 3.04892 3.04892 0.0764763 2.47641 0.0248361 0.0849486 0.0849486 1.55932 0.0934209 0.0934209 0.040075 0.0448736 0.0200375 0.0200375 0.0248361 0.0200375 0.0745083 -3.1254 1.47437 0.0764763 2.22045e-13 -0.0248361 0.0248361 -1.11022e-13 0 0 0 -3.46945e-15 1.51444 1.51444 1.51444 3.04892 2.55092 0.498008
73 K6v24 0.492538064921 0.0930852423486 0.14626 0.0584678 0.170577 0.126774 0.00641452 0.00885519 0.023174 3.11403 0.000185182 0.0595166 0.0531844 2.51317 5 0.00514449 0.000354267 1.48191 0.0054881 0.0500139 1.68031 1.68 0.147303 0.00334047 1.47405 0.553111 0.622193 0.0653432 0.000156774 0.00492991 1.21249e-05 2.94502e-06 0.0239485 4.85779e-05 0.00108331 0.0220232 0.000893454 0.00583519 1 0.999255 1 0.0839924 0.084 0.0125506 0.00423202 0.0278645 0.0157901 1.55932 0.498008 3.04892 3.04892 3.04892 3.04892 0.0764763 2.47641 0.0248364 0.0849486 0.0849486 1.55932 0.0934209 0.0934209 0.0400748 0.0448738 0.0200374 0.0200374 0.0248364 0.0200374 0.0745092 -3.1254 1.47437 0.0764763 -6.66134e-13 -0.0248364 0.0248364 0 0 3.46945e-15 0 0 1.51444 1.51444 1.51444 3.04892 2.55092 0.498008
74 Keqv5 0.0404860600556 -0.00228889423459 0.146192 0.0584454 0.170482 0.127239 0.0064087 0.0088777 0.0231802 3.11403 0.000185181 0.0595325 0.0531736 2.51316 5 0.00513624 0.000353692 1.47934 0.0054778 0.0499348 1.68031 1.68 0.147331 0.00334138 1.47421 0.552514 0.622605 0.0653432 0.000156774 0.00492993 1.2119e-05 2.94357e-06 0.0239485 4.85777e-05 0.0010828 0.0220237 0.000893471 0.00581757 1 0.999255 1 0.0839924 0.084 0.0125453 0.00423024 0.0278915 0.0157834 1.5594 0.497961 3.04911 3.04911 3.04911 3.04911 0.0764766 2.47667 0.0248262 0.0849488 0.0849488 1.5594 0.0934209 0.0934209 0.0400817 0.044867 0.0200409 0.0200409 0.0248262 0.0200409 0.0744786 -3.12559 1.47445 0.0764766 4.44089e-13 -0.0248262 0.0248262 -3.33067e-13 0 3.46945e-15 -6.50521e-16 -1.04083e-14 1.51453 1.51453 1.51453 3.04911 2.55115 0.497961
75 KG6Pv17 0.0626136490033 0.0437937497232 0.146191 0.0584452 0.170482 0.127239 0.006409 0.00887771 0.0231804 3.11403 0.000185285 0.0595329 0.0489753 2.51316 5 0.00513624 0.000353692 1.47934 0.0054778 0.0499348 1.68031 1.68 0.147331 0.00334137 1.47421 0.552514 0.622605 0.0653432 0.000156774 0.00492666 1.30093e-05 3.16187e-06 0.0239482 4.86095e-05 0.0011592 0.0219497 0.00089106 0.00581757 1 0.999255 1 0.0839924 0.084 0.0125447 0.00423004 0.0278928 0.0157827 1.55939 0.497961 3.04911 3.04911 3.04911 3.04911 0.0764259 2.47667 0.0248251 0.0849234 0.0849234 1.55939 0.0934209 0.0934209 0.0400656 0.0448578 0.0200328 0.0200328 0.0248251 0.0200328 0.0744752 -3.12553 1.47447 0.0764259 -8.88178e-13 -0.0248251 0.0248251 0 0 3.46945e-15 4.33681e-16 1.73472e-14 1.51454 1.51454 1.51454 3.04911 2.55115 0.497961
76 KATPv18 0.204257236072 0.122656730074 0.146191 0.0584453 0.170482 0.127239 0.00640897 0.00887771 0.0231804 3.11403 0.000185274 0.0595328 0.0466413 2.51316 5 0.00513624 0.000353692 1.47934 0.0054778 0.0499348 1.68031 1.68 0.147331 0.00334137 1.47421 0.552514 0.622605 0.0653432 0.000156774 0.004927 1.29176e-05 3.13939e-06 0.0239483 4.86062e-05 0.00115136 0.0219573 0.000891307 0.00581757 1 0.999255 1 0.0839924 0.084 0.0125448 0.00423006 0.0278927 0.0157827 1.5594 0.497961 3.04911 3.04911 3.04911 3.04911 0.0764311 2.47667 0.0248252 0.084926 0.084926 1.5594 0.0934209 0.0934209 0.0400672 0.0448588 0.0200336 0.0200336 0.0248252 0.0200336 0.0744755 -3.12554 1.47447 0.0764311 2.22045e-13 -0.0248252 0.0248252 0 -8.47033e-19 0 4.33681e-16 1.38778e-14 1.51454 1.51454 1.51454 3.04911 2.55115 0.497961
77 KGlc6Pv2 0.161171132334 -0.052784130856 0.146178 0.0584273 0.170503 0.127259 0.00641183 0.00888018 0.0231964 3.11403 0.000185274 0.0595302 0.0466453 2.51315 5 0.00513707 0.000353749 1.4796 0.0054774 0.049932 1.68031 1.68 0.147303 0.00334005 1.47425 0.552562 0.622546 0.0653432 0.000156775 0.00492699 1.29188e-05 3.13967e-06 0.0239483 4.86062e-05 0.00115146 0.0219572 0.000891304 0.00581678 1 0.999255 1 0.0839924 0.084 0.0125498 0.00423174 0.0279197 0.015789 1.55945 0.497965 3.04921 3.04921 3.04921 3.04921 0.0764311 2.47674 0.0248349 0.084926 0.084926 1.55945 0.0934209 0.0934209 0.0400607 0.0448652 0.0200304 0.0200304 0.0248349 0.0200304 0.0745047 -3.12564 1.47453 0.0764311 -8.88178e-13 -0.0248349 0.0248349 2.22045e-13 0 0 -4.33681e-16 -6.93889e-15 1.51459 1.51459 1.51459 3.04921 2.55124 0.497965
78 K6v23 0.0137716737587 0.106558467405 0.146178 0.0584273 0.170503 0.127259 0.00641182 0.00888018 0.0231964 3.11403 0.000185274 0.0595302 0.0466453 2.51315 5 0.00513707 0.000353749 1.4796 0.0054774 0.049932 1.68031 1.68 0.147303 0.00334005 1.47425 0.552562 0.622546 0.0653432 0.000156775 0.00492699 1.29188e-05 3.13967e-06 0.0239483 4.86062e-05 0.00115146 0.0219572 0.000891304 0.00581678 1 0.999255 1 0.0839924 0.084 0.0125498 0.00423174 0.0279197 0.015789 1.55945 0.497965 3.04921 3.04921 3.04921 3.04921 0.0764311 2.47674 0.0248349 0.084926 0.084926 1.55945 0.0934209 0.0934209 0.0400607 0.0448653 0.0200303 0.0200303 0.0248349 0.0200303 0.0745048 -3.12564 1.47453 0.0764311 -1.11022e-12 -0.0248349 0.0248349 0 -8.47033e-19 0 2.1684e-16 3.46945e-15 1.51459 1.51459 1.51459 3.04921 2.55124 0.497965
79 protein1 0.0217787628631 -0.00171347315867 0.146178 0.0584273 0.170503 0.127259 0.00641182 0.00888018 0.0231964 3.11403 0.000185274 0.0595302 0.0466453 2.51315 5 0.00513707 0.000353749 1.4796 0.0054774 0.049932 1.68031 1.68 0.147303 0.00334005 1.47425 0.552562 0.622546 0.0653432 0.000156775 0.00492699 1.29188e-05 3.13967e-06 0.0239483 4.86062e-05 0.00115146 0.0219572 0.000891304 0.00581678 1 0.999255 1 0.0839924 0.084 0.0125498 0.00423174 0.0279197 0.015789 1.55945 0.497965 3.04921 3.04921 3.04921 3.04921 0.0764311 2.47674 0.0248349 0.084926 0.084926 1.55945 0.0934209 0.0934209 0.0400607 0.0448653 0.0200303 0.0200303 0.0248349 0.0200303 0.0745048 -3.12564 1.47453 0.0764311 -1.11022e-12 -0.0248349 0.0248349 0 -8.47033e-19 0 2.1684e-16 3.46945e-15 1.51459 1.51459 1.51459 3.04921 2.55124 0.497965
80 KMgv1 1.26659983619 0.089802202818 0.144534 0.0562915 0.173013 0.129792 0.00675979 0.00918736 0.0251902 3.11403 0.000185182 0.0646272 0.0513743 2.51221 5 0.00523953 0.000360706 1.51226 0.00543021 0.0495985 1.68031 1.68 0.143993 0.00318385 1.47898 0.558352 0.615486 0.0653432 0.000156826 0.00492991 1.21249e-05 2.94502e-06 0.0239485 4.85779e-05 0.00108331 0.0220232 0.000893454 0.00572315 1 0.999219 1 0.0839924 0.084 0.0131719 0.00443999 0.0313136 0.0165665 1.56653 0.498525 3.06134 3.06134 3.06134 3.06134 0.0764763 2.48469 0.0260397 0.0849486 0.0849486 1.56653 0.0934209 0.0934209 0.0392726 0.045676 0.0196363 0.0196363 0.0260397 0.0196363 0.0781192 -3.13781 1.48158 0.0764763 8.88178e-13 -0.0260397 0.0260397 -1.11022e-13 -4.23516e-19 0 -2.1684e-16 -3.46945e-15 1.52085 1.52085 1.52085 3.06134 2.56281 0.498525
81 KMgADPv7 0.354968059457 0.078220457666 0.144651 0.0563303 0.173173 0.130139 0.00676991 0.00922757 0.0251775 3.11403 0.000185183 0.0645947 0.0513916 2.51223 5 0.00525355 0.000361681 1.51665 0.00541353 0.0494688 1.68031 1.68 0.14395 0.00318253 1.47871 0.559351 0.614803 0.0653432 0.000156825 0.00492987 1.21355e-05 2.94762e-06 0.0239485 4.85783e-05 0.00108422 0.0220224 0.000893426 0.00569532 1 0.999218 1 0.0839924 0.084 0.0131806 0.0044429 0.0312609 0.0165773 1.56638 0.498602 3.06101 3.06101 3.06101 3.06101 0.0764757 2.48424 0.0260565 0.0849483 0.0849483 1.56638 0.0934209 0.0934209 0.0392612 0.0456871 0.0196306 0.0196306 0.0260565 0.0196306 0.0781694 -3.13749 1.48143 0.0764757 4.44089e-13 -0.0260565 0.0260565 0 0 0 4.33681e-16 0 1.52069 1.52069 1.52069 3.06101 2.56241 0.498602
